"VSheilds","Affect Mind (V)","images/LS/defensive_shield.gif","Plays on table. Unless Inner Strength on table, opponent may use only one combat card per turn. While opponent has 2 Dark Jedi on Naboo, you lose no more than 2 Force to Force drains at opponent's Naboo sites. Let Them Make The First Move may target only droids and spies.","R1","images/starwars/VirtualDS-Light/large/affectmind.gif","/img/VirtualDS-Light/affectmind.gif"
"VSheilds","Another Pathetic Lifeform (Coruscant) (V)","images/LS/defensive_shield.gif","Plays on table.  M'iiyoom Onith's game text is canceled.  Any docking bay Brangus exchanges with a card in Lost Pile is placed out of play.  While opponent has a non-unique alien, non-unique starfighter, or Dark Jedi in battle, opponent may not draw more than two battle destiny.","U","images/starwars/VirtualDS-Light/large/anotherpatheticlifeformv.gif","/img/VirtualDS-Light/anotherpatheticlifeformv.gif"
"VSheilds","Another Pathetic Lifeform (V)","images/LS/defensive_shield.gif","Plays on table.  M'iiyoom Onith's game text is canceled.  Any docking bay Brangus exchanges with a card in Lost Pile is placed out of play.  While opponent has a non-unique alien, non-unique starfighter, or Dark Jedi in battle, opponent may not draw more than two battle destiny.","PM","images/starwars/VirtualDS-Light/large/anotherpatheticlifeform.gif","/img/VirtualDS-Light/anotherpatheticlifeform.gif"
"VSheilds","Chasm (V)","images/LS/defensive_shield.gif","Plays on table.  Substituted battle destinies do not count against battle destiny limits.  If all your battle destinies were canceled (and not redrawn) your total battle destiny = 1.  Once per game, may play a Defensive Shield from under your Starting Effect.","U","images/starwars/VirtualDS-Light/large/chasm.gif","/img/VirtualDS-Light/chasm.gif"
"VSheilds","Don't Do That Again (Tatooine) (V)","images/LS/defensive_shield.gif","Plays on table. Once per game, may /\ an Immediate Effect. While opponent occupies no battleground systems, Mobilization Points is suspended. 'Missing' on Always Thinking With Your Stomach is treated as 'landspeed = 0 for remainder of turn.'","PM","images/starwars/VirtualDS-Light/large/dontdothatagaintatooine.gif","/img/VirtualDS-Light/dontdothatagaintatooine.gif"
"VSheilds","Don't Do That Again (V)","images/LS/defensive_shield.gif","Plays on table. Once per game, may /\ an Immediate Effect. While opponent occupies no battleground systems, Mobilization Points is suspended. 'Missing' on Always Thinking With Your Stomach is treated as 'landspeed = 0 for remainder of turn.'","PM","images/starwars/VirtualDS-Light/large/dontdothatagain.gif","/img/VirtualDS-Light/dontdothatagain.gif"
"VSheilds","He Can Go About His Business (V)","images/LS/defensive_shield.gif","Plays on table. Cancels A Dangerous Time, Bad Feeling Have I, Responsibility Of Command and You Overestimate Their Chances. Unless [Virtual] Epic Duel on table, Force loss from epic duels is reduced to 0 and characters about to be placed out of play by a duel are instead lost.","PM","images/starwars/VirtualDS-Light/large/hecangoabouthisbusiness.gif","/img/VirtualDS-Light/hecangoabouthisbusiness.gif"
"VSheilds","Let's Keep A Little Optimism Here (Death Star II) (V)","images/LS/defensive_shield.gif","","PM","images/starwars/VirtualDS-Light/large/letskeepalittleoptimismherev.gif","/img/VirtualDS-Light/letskeepalittleoptimismherev.gif"
"VSheilds","Let's Keep A Little Optimism Here (V)","images/LS/defensive_shield.gif","","PM","images/starwars/VirtualDS-Light/large/letskeepalittleoptimismhere.gif","/img/VirtualDS-Light/letskeepalittleoptimismhere.gif"
"VSheilds","Ounee Ta (Premium) (V)","images/LS/defensive_shield.gif","Plays on table. While you occupy a Renegade planet location, operatives are forfeit = 0, operatives do not add to Force drains and your Force drains may not be reduced. Sleens do not cancel Force icons. Cannot be canceled.","PM","images/starwars/VirtualDS-Light/large/ouneetav.gif","/img/VirtualDS-Light/ouneetav.gif"
"VSheilds","Ounee Ta (V)","images/LS/defensive_shield.gif","Plays on table. While you occupy a Renegade planet location, operatives are forfeit = 0, operatives do not add to Force drains and your Force drains may not be reduced. Sleens do not cancel Force icons. Cannot be canceled.","PM","images/starwars/VirtualDS-Light/large/ouneeta.gif","/img/VirtualDS-Light/ouneeta.gif"
"VSheilds","Planetary Defenses (V)","images/LS/defensive_shield.gif","Plays on any site. This location may not be targeted by Proton Bombs.  Death Star sites are immune to Expand The Empire.  Unless Death Star: Docking Bay 327 on table, Commence Primary Ignition is canceled.","PM","images/starwars/VirtualDS-Light/large/planetarydefenses.gif","/img/VirtualDS-Light/planetarydefenses.gif"
"VSheilds","Simple Tricks And Nonsense","images/LS/defensive_shield.gif","Plays on table.  While you occupy a battleground and opponent occupies less than two battlegrounds, cancel opponent's Force drains at non-battleground locations and opponent's Force retrieval.","C","images/starwars/VirtualDS-Light/large/simpletricksandnonsense.gif","/img/VirtualDS-Light/simpletricksandnonsense.gif"
"VSheilds","The Professor (V)","images/LS/defensive_shield.gif","Plays on table. It Can Wait may not be played. For opponent to deploy a card with ability for free, they must first use X Force, where X = 1/2 that card's printed deploy cost (round up). For opponent to deploy a card with ability for 0 Force, they must first use 1 Force. May not be canceled.(Original Concept by Michael Pistone - Kashyyyk Regionals 2004)(Errata Text - September 9th, 2009)","R","images/starwars/VirtualDS-Light/large/theprofessor.gif","/img/VirtualDS-Light/theprofessor.gif"
"VSheilds","Traffic Control (V)","images/LS/defensive_shield.gif","Plays on table. 'Three' on An Unusual Amount Of Fear is treated as 'Four'. You lose no Force to Boonta Eve Podrace. Opponent's retrieval from Boonta Eve Podrace may not be canceled. While you occupy three battlegrounds, Watto's Box is suspended.","U2","images/starwars/VirtualDS-Light/large/trafficcontrol.gif","/img/VirtualDS-Light/trafficcontrol.gif"
"VSheilds","Weapons Display (V)","images/LS/defensive_shield.gif","Plays on table. Whenever opponent excludes any character(s) from battle, they lose 2 Force. At end of opponent's turn, if you control two battlegrounds (a site and a system) and opponent deployed a card with ability and did not inititate a battle, may retrieve 1 Force.","C","images/starwars/VirtualDS-Light/large/weaponsdisplay.gif","/img/VirtualDS-Light/weaponsdisplay.gif"
"VSheilds","Yavin Sentry (V)","images/LS/defensive_shield.gif","Plays on table.  Colo Claw Fish is canceled.  Opponent must first use X Force to deploy a non-unique card (except a Jawa or Tusken Raider) to a location, where X = the number of copies of that card at that location.  [Reflections III] lightsaber weapon destiny draws cannot be increased above their printed value.(Errata Text - September 9th, 2009)","U2","images/starwars/VirtualDS-Light/large/yavinsentry.gif","/img/VirtualDS-Light/yavinsentry.gif"
"VSheilds","Your Insight Serves You Well (Death Star II) (V)","images/LS/defensive_shield.gif","Plays on table. Scanning Crew is canceled. If an 'insert' card was just inserted or revealed, it is canceled. You lose no Force to Boonta Eve Podrace, and opponent's retrieval from Boonta Eve Podrace may not be canceled. While you occupy three battlegrounds, Watto's Box is suspended.","PM","images/starwars/VirtualDS-Light/large/yourinsightservesyouwellv.gif","/img/VirtualDS-Light/yourinsightservesyouwellv.gif"
"VSheilds","Your Insight Serves You Well (V)","images/LS/defensive_shield.gif","Plays on table. Scanning Crew is canceled. If an 'insert' card was just inserted or revealed, it is canceled. You lose no Force to Boonta Eve Podrace, and opponent's retrieval from Boonta Eve Podrace may not be canceled. While you occupy three battlegrounds, Watto's Box is suspended.","PM","images/starwars/VirtualDS-Light/large/yourinsightservesyouwell.gif","/img/VirtualDS-Light/yourinsightservesyouwell.gif"
"VSheilds","A Useless Gesture (V)","images/DS/defensive_shield.gif","Plays on table. In order to play an Interrupt from Lost Pile, opponent must first stack it here (if possible) and use +1 Force for each card here, even if Interrupt is normally free.","PM","images/starwars/VirtualDS-Dark/large/auselessgesture.gif","/img/VirtualDS-Dark/auselessgesture.gif"
"VSheilds","Abyss (V)","images/DS/defensive_shield.gif","Plays on table.  Substituted battle destinies do not count against battle destiny limits.  If all your battle destinies were canceled (and not redrawn) your total battle destiny = 1.  Once per game, may play a Defensive Shield from under your Starting Effect.","U","images/starwars/VirtualDS-Dark/large/abyss.gif","/img/VirtualDS-Dark/abyss.gif"
"VSheilds","After Her! (V)","images/DS/defensive_shield.gif","Plays on table.  Unless present at a site, [Reflections III] Leia's game text is canceled.  Each Amidala stacked on a Political Effect is a senator.  Once per game, may take [Virtual Block 1] Astromech Shortage into hand from Reserve Deck; reshuffle.","R","images/starwars/VirtualDS-Dark/large/afterher.gif","/img/VirtualDS-Dark/afterher.gif"
"VSheilds","Death Star Sentry (V)","images/DS/defensive_shield.gif","Plays on table. Colo Claw Fish is canceled. Opponent must first use X Force to deploy a non-unique card (except a Jawa) to a location, where X = the number of copies of that card at that location.(Errata Text - September 9th, 2009)","U1","images/starwars/VirtualDS-Dark/large/deathstarsentry.gif","/img/VirtualDS-Dark/deathstarsentry.gif"
"VSheilds","Do They Have A Code Clearance? (Coruscant) (V)","images/DS/defensive_shield.gif","Plays on table. Outrider does not place Utinni Effects out of play. If opponent just retrieved Force using an Interrupt or Utinni Effect, you may stack that card here. Opponent's Force retrieval is reduced by X, where X = number of cards here","R","images/starwars/VirtualDS-Dark/large/dotheyhaveacodeclearancev.gif","/img/VirtualDS-Dark/dotheyhaveacodeclearancev.gif"
"VSheilds","Do They Have A Code Clearance? (V)","images/DS/defensive_shield.gif","Plays on table. Outrider does not place Utinni Effects out of play. If opponent just retrieved Force using an Interrupt or Utinni Effect, you may stack that card here. Opponent's Force retrieval is reduced by X, where X = number of cards here","PM","images/starwars/VirtualDS-Dark/large/dotheyhaveacodeclearance.gif","/img/VirtualDS-Dark/dotheyhaveacodeclearance.gif"
"VSheilds","Fanfare (Tatooine) (V)","images/DS/defensive_shield.gif","Plays on table. Cancels Order To Engage and Scramble. Once per game, may /\ an Immediate Effect. While opponent occupies no battleground systems, Staging Areas is suspended. 'Missing' on Lost In The Wilderness is treated as 'landspeed = 0 for remainder of turn.'","PM","images/starwars/VirtualDS-Dark/large/fanfaretatooine.gif","/img/VirtualDS-Dark/fanfaretatooine.gif"
"VSheilds","Fanfare (V)","images/DS/defensive_shield.gif","Plays on table. Cancels Order To Engage and Scramble. Once per game, may take an Immediate Effect into hand from Reserve Deck; reshuffle. While opponent occupies no battleground systems, Staging Areas is suspended. 'Missing' on Lost In The Wilderness is treated as 'landspeed = 0 for remainder of turn.'","PM","images/starwars/VirtualDS-Dark/large/fanfare.gif","/img/VirtualDS-Dark/fanfare.gif"
"VSheilds","Firepower (V)","images/DS/defensive_shield.gif","Plays on table. If opponent moves from a location you occupy during your turn, they lose 2 Force. At end of opponent's turn, if you control two battlegrounds (a site and system) and opponent deployed a card with ability and did not initiate a battle, you may retrieve 1 Force.","C","images/starwars/VirtualDS-Dark/large/firepower.gif","/img/VirtualDS-Dark/firepower.gif"
"VSheilds","I Find Your Lack Of Faith Disturbing (V)","images/DS/defensive_shield.gif","Plays on table. Unless Deep Hatred on table, opponent may use only one combat card per turn. While opponent has two Jedi on Naboo, you lose no more than 2 Force to Force drains at opponent's Naboo sites. We'll Handle This may target only droids and spies.","R1","images/starwars/VirtualDS-Dark/large/ifindyourlackoffaithdisturbing.gif","/img/VirtualDS-Dark/ifindyourlackoffaithdisturbing.gif"
"VSheilds","Imperial Detention","images/DS/defensive_shield.gif","Play on table. I'd Just As Soon Kiss A Wookiee may not be played. For opponent to deploy a card with ability for free, they must first use X Force, where X = 1/2 that card's printed deploy cost (round up). For opponent to deploy a card with ability for 0 Force, they must first use 1 Force.(Original concept by Michael Pistone - Kashyyyk Regionals 2004)(Errata Text - September 9th, 2009)","C","images/starwars/VirtualDS-Dark/large/imperialdetention.gif","/img/VirtualDS-Dark/imperialdetention.gif"
"VSheilds","Leave Them To Me (Death Star II) (V)","images/DS/defensive_shield.gif","","C","images/starwars/VirtualDS-Dark/large/leavethemtomev.gif","/img/VirtualDS-Dark/leavethemtomev.gif"
"VSheilds","Leave Them To Me (V)","images/DS/defensive_shield.gif","","PM","images/starwars/VirtualDS-Dark/large/leavethemtome.gif","/img/VirtualDS-Dark/leavethemtome.gif"
"VSheilds","No Escape (Premium) (V)","images/DS/defensive_shield.gif","Plays on table. While you occupy a Subjugated Planet location, operatives are forfeit = 0, operatives do not add to Force drains, and your Force drains may not be reduced. Nudjs do not cancel Force icons.","PM","images/starwars/VirtualDS-Dark/large/noescapev.gif","/img/VirtualDS-Dark/noescapev.gif"
"VSheilds","No Escape (V)","images/DS/defensive_shield.gif","Plays on table. While you occupy a Subjugated Planet location, operatives are forfeit = 0, operatives do not add to Force drains, and your Force drains may not be reduced. Nudjs do not cancel Force icons.","PM","images/starwars/VirtualDS-Dark/large/noescape.gif","/img/VirtualDS-Dark/noescape.gif"
"VSheilds","Reactor Terminal (V)","images/DS/defensive_shield.gif","Plays on table. 'Three' on Fear Is My Ally is treated as 'Four'. You lose no Force to Boonta Eve Podrace. Opponent's retrieval from Boonta Eve Podrace may not be canceled. While you occupy more battlegrounds than opponent, I Did It! is suspended.","U2","images/starwars/VirtualDS-Dark/large/reactorterminal.gif","/img/VirtualDS-Dark/reactorterminal.gif"
"VSheilds","We'll Let Fate-a Decide, Huh? (V)","images/DS/defensive_shield.gif","","PM","images/starwars/VirtualDS-Dark/large/wellletfateadecidehuh.gif","/img/VirtualDS-Dark/wellletfateadecidehuh.gif"
"VSheilds","Wipe Them Out, All Of Them (Coruscant) (V)","images/DS/defensive_shield.gif","Plays on table. Oola's game text is canceled. While opponent has a non-unique alien, non-unique starfighter, or Jedi in battle, opponent may not draw more than two battle destiny. Any docking bay that Ketwol exchanges with a card with a card in Lost Pile is placed out of play.","U","images/starwars/VirtualDS-Dark/large/wipethemoutallofthemv.gif","/img/VirtualDS-Dark/wipethemoutallofthemv.gif"
"VSheilds","Wipe Them Out, All Of Them (V)","images/DS/defensive_shield.gif","Plays on table. Oola's game text is canceled. While opponent has a non-unique alien, non-unique starfighter, or Jedi in battle, opponent may not draw more than two battle destiny. Any docking bay that Ketwol exchanges with a card with a card in Lost Pile is placed out of play.","PM","images/starwars/VirtualDS-Dark/large/wipethemoutallofthem.gif","/img/VirtualDS-Dark/wipethemoutallofthem.gif"
"VSheilds","You Cannot Hide Forever (Death Star II) (V)","images/DS/defensive_shield.gif","Plays on table. If an 'insert' card was just inserted or revealed, it is canceled. You lose no Force to Boonta Eve Podrace, and opponent's retrieval from Boonta Eve Podrace may not be canceled. While you occupy more battlegrounds than opponent, I Did It! is suspended.","U","images/starwars/VirtualDS-Dark/large/youcannothideforeverv.gif","/img/VirtualDS-Dark/youcannothideforeverv.gif"
"VSheilds","You Cannot Hide Forever (V)","images/DS/defensive_shield.gif","Plays on table. If an 'insert' card was just inserted or revealed, it is canceled. You lose no Force to Boonta Eve Podrace, and opponent's retrieval from Boonta Eve Podrace may not be canceled. While you occupy more battlegrounds than opponent, I Did It! is suspended.","PM","images/starwars/VirtualDS-Dark/large/youcannothideforever.gif","/img/VirtualDS-Dark/youcannothideforever.gif"
